Origin_Country,Destination_Country,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Customs_Delay_Days,Planned_Transit_Days,Actual_Transit_Days,Shipment_Month,Shipment_Weekday,Has_Prior_Offense,Compliance_Risk_Score,Document_Issue,Route_Risk_Level
4,2,0,49,754,1,0.8237394779266071,0.3436687633731047,9935.21,1,-1.2361709939457988,0.28641736834403425,1,-1.1656164950989425,2,3,-0.7341744214795183,-0.5848498315627081,1,0,1,0.6649387438710344,1,1
3,1,3,29,203,3,-1.5241291837636686,1.2726940782888423,9928.63,0,0.32805240788368323,0.28641736834403425,0,0.7264672889690873,1,1,0.8651018379153079,0.6953853359234641,8,5,1,0.1662970161837197,0,0
2,3,2,1,220,0,-1.0930210904611064,-1.0984143088453866,2674.21,2,-0.7147631933359716,-1.4711038119220787,2,0.0728383453819498,1,0,-0.3343553566308118,-0.5848498315627081,9,3,0,-1.1634142576491189,1,2
1,2,3,17,80,2,-0.22161510007532145,-0.7239656327819399,5803.9,1,0.38598660795144185,-0.2994230250780034,0,-1.2344195417923254,2,3,0.5985557946828368,0.6953853359234641,2,6,1,-0.4062175600498636,1,1
4,2,2,46,875,4,-0.13756519024789618,0.9913997971586099,2654.58,2,-1.0623683937425228,0.28641736834403425,0,0.03843682203525832,1,0,1.5314669459964856,1.2074794029179328,7,3,1,0.6095341074613326,1,2
5,8,2,39,699,3,0.33745203437215043,-1.5740222875554681,2169.87,1,0.32805240788368323,-0.885263418500041,0,-1.131214971752251,0,0,1.1316478811477788,0.8234088526720812,5,5,1,-0.9417957120103124,1,1
9,6,0,38,332,1,0.6573432381447517,-0.20678966265904816,4752.14,2,-1.352039394081316,0.28641736834403425,2,0.004035298688566838,2,0,-0.6009013998632828,-0.8408968650599425,4,1,1,0.7018751681441687,1,2
0,5,1,18,658,5,-1.606681706607568,1.4225282711332963,3340.43,0,-0.8306315934714883,-0.885263418500041,0,0.5544596722356302,0,1,0.9983748595315434,0.8234088526720812,5,3,1,-0.5724314692789684,0,2
1,7,0,49,521,5,0.17822064199437365,-1.0933770400125769,2489.16,0,1.6026048093743719,-0.885263418500041,0,0.9672779523959276,2,2,-0.20108233501457626,-0.20077928131685646,6,5,1,-1.3480963790147908,0,0
8,4,1,27,257,2,1.546676633754953,1.3721976769737176,1188.97,1,0.32805240788368323,-1.4711038119220787,0,1.448899279249608,0,0,-0.06780931339834075,-0.3288027980654737,4,2,0,-1.4958420761073288,1,0
1,8,1,2,464,1,-0.3723577444966334,-0.7930000691535943,5315.74,0,1.1391312088323036,0.8722577617660718,1,-0.4775860281651136,0,1,-0.4676283782470473,-0.5848498315627081,4,2,1,0.46178841036879487,0,2
6,3,0,28,797,2,-0.7477283447258057,0.14932700301424262,1009.86,2,-1.2941051940135573,0.28641736834403425,1,1.0360809990893107,2,1,-0.20108233501457626,-0.3288027980654737,9,4,1,0.6834069560076015,1,0
1,3,3,46,749,5,-1.7072512219313085,1.096572077204085,2133.78,0,0.6756576082902344,-0.885263418500041,0,0.7952703356624702,1,0,-0.7341744214795183,-0.9689203818085598,8,0,1,-1.0526049848297159,0,0
9,5,1,5,552,3,0.9605769004880829,-1.4781949129212781,4295.49,2,-0.4830263930649371,1.4580981551881096,0,-1.3032225884857085,1,3,0.8651018379153079,0.9514323694206984,12,6,1,1.532944714289693,1,1
6,7,0,44,346,1,-0.5736581744058713,-1.514613384385227,4770.85,0,-0.656828993268213,-1.4711038119220787,1,-0.5807905982051879,0,2,-0.7341744214795183,-0.7128733483113253,5,6,0,-1.1818824697856862,0,1
2,1,2,44,526,4,0.8154206613514635,0.4787559658462963,5562.95,2,1.3129338090355793,-0.885263418500041,0,-0.09916927135150762,2,4,-1.5338125511769314,-1.2249674153057941,10,4,1,-1.2557553183319552,1,2
0,7,1,19,194,1,0.9240466305737471,0.21385034765957883,2588.94,2,0.907394408561269,-0.2994230250780034,2,-0.03036622465812465,1,3,1.664739967612721,1.7195734699124017,9,2,1,-0.5724314692789684,1,2
2,9,2,47,254,4,0.09468479237069441,-0.25058162930862826,4116.78,2,-1.6417103944201088,-0.885263418500041,2,-1.3376241118324,2,0,-0.06780931339834075,-0.3288027980654737,9,4,1,-0.3138764993670273,1,1
7,3,3,33,667,2,-0.6312897980225244,0.030810871548149314,1241.21,0,1.3708680091033374,-0.885263418500041,2,-0.8560027849787195,1,2,0.1987367298341303,0.18329126892899517,11,1,1,-1.274223530468522,0,1
3,7,1,0,399,0,-0.2967368577887232,0.888521649297437,8454.46,2,-0.9464999936070055,1.4580981551881096,0,-1.4408286818724743,0,1,-1.0007204647119894,-1.0969438985571769,8,3,1,1.6806904113822307,1,1
7,9,0,33,593,3,1.512528958228934,1.0710840581656476,9883.17,1,0.4439208080192005,-0.2994230250780034,1,1.2768916625161506,2,0,-0.4676283782470473,-0.7128733483113253,2,1,1,-0.42468577218643083,1,0
7,0,3,26,82,4,1.073462530402818,-1.0874207151670956,2122.86,0,1.3708680091033374,1.4580981551881096,1,0.14164139207533277,1,0,-1.0007204647119894,-1.2249674153057941,12,6,1,0.9419619259195426,0,2
0,3,3,19,673,2,-0.9323754992655554,-0.25209000368056994,9565.5,2,1.0811970087645448,-0.885263418500041,0,1.2424901391694592,0,0,0.8651018379153079,0.5673618191748468,6,2,1,-1.1818824697856865,1,0
3,5,2,23,323,1,-1.7022691751157502,0.03837379049211698,1152.68,1,-0.3092237928616612,0.8722577617660718,1,-0.959207355018794,2,1,-1.1339934863282248,-1.2249674153057941,6,5,1,0.923493713782975,1,1
3,0,2,44,250,0,1.5585597432780622,-0.6129282319227758,5669.3,2,0.038381407544890014,0.8722577617660718,0,0.6920657656223957,1,0,-1.1339934863282248,-1.3529909320544113,12,2,1,0.8126844409635721,1,0
6,2,3,49,270,1,-0.45962284137985354,1.6394395215132567,2753.8,0,1.6026048093743719,-0.2994230250780034,2,-0.8560027849787195,0,0,1.1316478811477788,0.8234088526720812,5,2,1,-0.7940500149177748,0,1
5,3,1,8,866,1,-0.7341203250307909,-1.6072345865171969,2512.91,2,0.38598660795144185,-0.2994230250780034,1,0.004035298688566838,2,0,0.4652827730666013,0.18329126892899517,12,4,1,-0.4062175600498636,1,2
9,5,1,29,722,5,-1.5471403102284504,-0.7676593797049749,1158.24,0,1.3708680091033374,1.4580981551881096,1,-0.8904043083254111,0,1,1.39819392438025,1.2074794029179328,10,4,1,0.9419619259195426,0,1
5,0,0,22,315,0,1.707465848963169,-0.8947346587699929,1653.55,0,0.5597892081547178,1.4580981551881096,1,0.8984749057025447,0,1,0.06546370821789478,-0.07275576456823925,8,5,1,1.2005168958314834,0,0
5,0,0,7,885,4,-0.8985726635719249,0.793592283591659,3900.62,0,-0.4830263930649371,-0.885263418500041,0,0.45125510219555576,1,0,0.8651018379153079,0.5673618191748468,7,6,1,-0.6832407420983717,0,2
8,3,3,17,893,1,-1.411924701394146,1.1654802310701815,8711.38,0,-0.656828993268213,0.28641736834403425,2,-1.0624119250588682,1,3,-1.0007204647119894,-0.8408968650599425,12,1,1,0.4802566225053625,0,1
3,1,0,18,336,0,-1.5844313608039318,0.3167004327417388,2137.45,2,0.6177234082224764,1.4580981551881096,0,-1.647237821952623,1,8,1.1316478811477788,1.847596986661019,4,6,1,1.1820486836949162,1,1
6,5,2,3,594,0,0.5212594861447851,-1.129802527171279,1626.23,1,0.6177234082224764,0.28641736834403425,2,-0.37438145812503915,0,0,-1.2672665079444605,-1.4810144488030286,4,2,1,0.07395595550088357,1,2
5,7,1,30,194,0,1.537029650567641,-1.2577547680804493,1727.65,0,-0.5988947932004544,0.8722577617660718,0,-1.3376241118324,0,2,-1.2672665079444605,-1.2249674153057941,9,2,1,1.0158347744658116,0,1
3,8,2,34,321,3,1.1206707479518123,0.19274713784190206,3041.48,1,0.09631560761264865,-0.2994230250780034,0,-0.8904043083254111,1,4,-1.400539529560696,-1.0969438985571769,11,3,1,-0.3138764993670275,1,1
8,1,1,37,388,3,-1.4021241400546776,1.3804902281720206,3851.88,1,1.3708680091033374,-0.2994230250780034,2,0.45125510219555576,0,0,-0.8674474430957538,-1.0969438985571769,6,4,1,-0.720177166371506,1,2
2,5,1,31,621,3,0.8027028261309858,1.380125412044853,6279.69,2,1.3129338090355793,0.28641736834403425,0,0.9672779523959276,2,0,-0.8674474430957538,-1.0969438985571769,3,0,1,-0.14766259013792288,1,0
7,9,2,46,838,4,0.5103156207837072,-1.4431374862394533,6085.38,0,-1.17823679387804,-0.885263418500041,1,1.3800962325562252,2,0,-0.4676283782470473,-0.7128733483113253,12,5,1,-0.46162219645956504,0,0
7,4,0,40,713,5,-1.7088552604093874,-1.1768848546601178,9099.61,0,0.1542498076804073,-0.885263418500041,0,0.6576642422757043,0,2,0.06546370821789478,0.05526775218037796,2,4,1,-0.8863910756006108,0,0
4,7,1,33,570,4,0.5449098105669219,-0.9565008353773146,2988.68,0,0.7335918083579931,0.28641736834403425,0,-0.8904043083254111,0,0,-1.0007204647119894,-1.2249674153057941,6,1,1,0.03701953122774913,0,1
0,5,1,29,456,4,0.5367978978912116,1.2138253836145991,8777.67,2,0.5018550080869592,-0.885263418500041,0,0.24484596211540685,1,5,0.8651018379153079,1.2074794029179328,12,0,1,-0.9972003484200141,1,2
6,7,1,44,730,0,-1.4001318901364253,-0.45834441373039403,4841.44,2,-0.8306315934714883,-0.2994230250780034,0,-0.8904043083254111,2,0,-0.6009013998632828,-0.8408968650599425,9,0,1,-0.018385105181952126,1,1
9,1,0,40,219,1,1.3813547300282294,0.45646710361532616,7797.62,2,1.0232628086967863,0.8722577617660718,2,0.004035298688566838,1,1,1.2649209027640145,1.0794558861693158,4,1,1,0.4987248346419293,1,2
3,7,3,43,589,5,0.283413855111974,-0.02493583896091236,8814.1,2,-1.0623683937425228,-0.2994230250780034,2,0.7608688123157787,1,3,1.5314669459964856,1.5915499531637844,5,0,1,0.05548774336431676,1,0
6,3,2,20,497,1,1.5500198026042118,1.5774418269790789,7371.53,1,1.4288022091710961,1.4580981551881096,2,-0.4431845048184221,0,0,-0.7341744214795183,-0.9689203818085598,6,5,1,0.9234937137829754,1,2
7,9,1,31,577,3,-1.6726399679089652,1.4885038645925484,1444.2,1,-0.2512895927939025,0.28641736834403425,1,1.620906895983065,1,3,-1.667085572793167,-1.4810144488030286,12,4,1,0.35097913754939153,1,0
2,5,0,23,334,0,1.2388270947273627,-0.6347400269105271,7211.45,2,-1.17823679387804,-0.2994230250780034,1,0.21044443876871574,1,0,-0.3343553566308118,-0.5848498315627081,4,6,1,0.0924241676374512,1,2
6,2,3,45,667,1,1.5350253134800063,0.6818182347834069,1508.41,0,0.21218400774816593,-1.4711038119220787,0,-1.3720256351790914,2,0,-0.7341744214795183,-0.9689203818085598,12,6,0,-1.4589056518341943,0,1
9,6,0,23,716,0,1.3302331136390988,0.8371807950933957,7043.31,1,0.6756576082902344,0.8722577617660718,0,0.6920657656223957,0,2,0.7318288162990724,0.6953853359234641,4,0,1,0.6095341074613326,1,0
9,5,3,12,589,3,-0.47404070142350835,-0.7157572699206761,7149.6,1,1.0811970087645448,-0.885263418500041,1,1.0704825224360022,0,0,0.7318288162990724,0.4393383024262296,3,2,1,-1.1818824697856865,1,0
3,4,3,30,801,1,1.0547295508895436,0.5218393473258016,6688.78,2,0.6756576082902344,1.4580981551881096,2,1.0360809990893107,2,3,1.1316478811477788,1.2074794029179328,5,4,1,1.1635804715583493,1,0
5,2,3,20,370,3,1.3742432083714273,-0.5615522992449682,8532.29,2,-0.42509219299717843,-0.885263418500041,0,-1.4064271585257828,0,13,0.3320097514503658,1.7195734699124017,9,6,1,-0.701708954234939,1,1
1,0,1,41,606,0,-0.1043702680732185,0.14914459495065915,6280.41,0,-0.7726973934037302,-0.2994230250780034,2,0.3136490088087898,2,0,0.1987367298341303,-0.07275576456823925,6,0,1,-0.036853317318519346,0,2
7,8,1,13,186,5,-1.6202285794457059,-1.6056350081134636,4475.55,2,1.0811970087645448,-0.2994230250780034,2,-0.4775860281651136,0,2,-1.667085572793167,-1.6090379655516458,10,6,1,-0.6278361056886701,1,2
1,0,0,46,247,3,0.9561281111452903,-0.9858404708352679,7658.72,1,0.38598660795144185,-0.885263418500041,0,-1.4064271585257828,1,2,0.4652827730666013,0.4393383024262296,2,0,1,-0.9602639241468797,1,1
